TIME,P,TAVG,PSGA,PSGB,LVPZ,TBLD,RM1,RBLK
780,150.5617981,302.113678,72.99563599,72.99568939,33.76113129,40,0.0011,1040.887085
790,150.6750183,301.9301758,72.79628754,72.79631042,33.61760712,40,0.0011,1054.222046
800,150.7898254,301.7456665,72.59617615,72.59621429,33.47667694,40,0.0011,1067.557007
810,150.9077301,301.5610962,72.39491272,72.39495087,33.34091568,40,0.0011,1080.891968
820,151.0266876,301.3753357,72.19263458,72.19268799,33.20765686,40,0.0011,1094.226929
830,151.1463776,301.1882324,71.99000549,71.99006653,33.07676697,40,0.0011,1107.56189
840,151.2641754,300.9976501,71.79203033,71.79206848,32.9432106,40,0.0011,1120.896851
850,151.3898621,300.8109741,71.59629822,71.59633636,32.82064056,40,0.0011,1134.231812
860,151.5412903,300.6418457,71.40795898,71.40801239,32.73459244,40,0.0011,1147.566772
870,151.7387238,300.4988098,71.23749542,71.23754883,32.70370483,40,0.0011,1160.901733
880,151.9936218,300.3731689,71.08737183,71.08742523,32.69814301,40,0.0011,1174.236694
890,152.2679901,300.2609558,70.95498657,70.95500946,32.71660614,40,0.0011,1187.571655
900,152.5638733,300.1644897,70.83818817,70.83821106,32.76219177,40,0.0011,1200.906616
910,152.8747406,300.0802612,70.7360611,70.73609161,32.8285141,40,0.0011,1214.241577
920,153.1967468,300.0060425,70.64627838,70.64631653,32.91012955,40,0.0011,1227.576538
930,153.5292053,299.9415588,70.56761932,70.56765747,33.00609207,40,0.0011,1240.911499
940,153.8702698,299.8855896,70.49903107,70.49907684,33.1140213,40,0.0011,1254.24646
950,154.2178802,299.8367615,70.43907166,70.43911743,33.2311058,40,0.0011,1267.581421
960,154.5685883,299.7943115,70.38687134,70.38692474,33.35573959,40,0.0011,1280.916382
970,154.9075165,299.7575073,70.34127808,70.34132385,33.48962402,40,0.0011,1294.251343
980,155.231781,299.7255554,70.30158234,70.30164337,33.63228607,40,0.0011,1307.586304
990,155.5411377,299.6978455,70.26715088,70.26720428,33.78182602,40,0.0011,1320.921265
1000,155.8458405,299.6742249,70.23724365,70.23729706,33.93581772,40,0.0011,1334.256226
1010,156.1504822,299.6533203,70.21125793,70.21130371,34.08996201,40,0.0011,1347.591187
1020,156.4520264,299.6328125,70.18798065,70.18803406,34.24033356,40,0.0011,1360.926147
1030,156.7493134,299.6118469,70.16553497,70.16558838,34.38497162,40,0.0011,1374.261108
1040,157.0423889,299.5907288,70.14419556,70.14420319,34.52411652,40,0.0011,1387.596069
1050,157.0795441,299.5664673,70.12195587,70.1219635,34.54226685,40,0.0011,1400.93103
1060,157.1086426,299.5464783,70.0987854,70.09880829,34.48693085,40,0.0011,1414.265991
1070,157.0865784,299.5246887,70.0766983,70.07672119,34.46362305,40,0.0011,1427.600952
1080,157.1070404,299.5036011,70.05444336,70.05446625,34.40478134,40,0.0011,1440.935913
1090,157.0852509,299.4824219,70.03186035,70.03189087,34.36533737,40,0.0011,1454.270874
1100,157.0890503,299.460907,70.00933075,70.00936127,34.32247162,40,0.0011,1467.605835
1110,157.1113129,299.4386597,69.98656464,69.98659515,34.27688217,40,0.0011,1480.940796
1120,157.1097412,299.4166565,69.9642334,69.96427155,34.23525238,40,0.0011,1494.275757
1130,157.1083527,299.39505,69.94161224,69.94165039,34.19193649,40,0.0011,1507.610718
1140,157.0872803,299.3745422,69.91924286,69.91928101,34.16317749,40,0.0011,1520.945679
1150,157.0935974,299.3509521,69.89693451,69.89697266,34.10905838,40,0.0011,1534.28064
1160,157.0858459,299.3304138,69.87369537,69.87373352,34.06373978,40,0.0011,1547.615601
1170,157.0883484,299.3087769,69.85180664,69.85185242,34.03538895,40,0.0011,1560.950562
1180,157.0873718,299.2865295,69.82949066,69.82953644,33.97713089,40,0.0011,1574.285522
1190,157.0860138,299.2650452,69.80672455,69.8067627,33.9330101,40,0.0011,1587.620483
1200,157.0903931,299.2427979,69.78409576,69.78413391,33.90472031,40,0.0011,1600.955444
1210,157.0922394,299.2209167,69.76152802,69.76157379,33.84766006,40,0.0011,1614.290405
1220,157.0937042,299.1992493,69.73895264,69.73900604,33.80412674,40,0.0011,1627.625366
1230,157.0876617,299.1763611,69.71643829,69.71648407,33.7693367,40,0.0011,1640.960327
1240,157.1059418,299.1541748,69.69384766,69.69390106,33.71559906,40,0.0011,1654.295288
1250,157.1038666,299.1334229,69.67116547,69.67121124,33.66891479,40,0.0011,1667.630249
1260,157.0902252,299.1112671,69.64838409,69.64842224,33.64049911,40,0.0011,1680.96521
1270,157.0885925,299.0887756,69.62587738,69.62592316,33.60145569,40,0.0011,1694.300171
1280,157.0955811,299.0664978,69.60325623,69.603302,33.54702759,40,0.0011,1707.635132
